loss,val_loss,epoch
0.4430451837452975,0.4691861246494537,85
0.44212434833700004,0.47487947725235147,86
0.44066226103089073,0.48672315224688106,87
0.4384416710246693,0.47679421622702417,88
0.43801626725630327,0.4824661992965861,89
0.43778478692878375,0.4744956930901142,90
0.4367160336537795,0.4733817418839069,91
0.4353822599757801,0.5038998348915831,92
0.4355090003121983,0.47733124076051914,93
0.4325914431702007,0.4849688233213222,94
0.431114278327335,0.4818147623792608,95
0.43272010873664507,0.4728579242178734,96
0.43226656236431815,0.4764106438515034,97
0.42714979458938945,0.47139072545031285,98
0.42803912352431905,0.46600240342160487,99
0.4253849257122387,0.4746443362946206,100
0.42550877766175704,0.48683278040683015,101
0.42560211447152224,0.4766947164180431,102
0.42592176063494247,0.4703278249882637,103
0.4222365159880031,0.4703159617616775,104
0.42236499081958423,0.476522130535004,105
0.4223787868564779,0.4654832812065774,106
0.42170770954002035,0.473088357676851,107
0.4188758671283722,0.47571326570307954,108
0.4205874429507689,0.49944908060926074,109
0.4201316565275192,0.4705580060786389,110
0.4176943827759136,0.4662075423179789,111
0.41754156920042906,0.47606786705077964,112
0.41448000452735206,0.47076746377539125,113
0.4152748923410069,0.47298168121500217,114
0.41216128414327446,0.46937109498267476,115
0.4133876597339457,0.4691566285934854,116
0.41301811825145374,0.4788519714740997,117
0.4096354839476672,0.4665081171279258,118
0.40993522188880227,0.483624001132681,119
0.4077195470983332,0.46511609630381806,120
0.40898919024250724,0.46715381551296153,121
0.4048757880926132,0.4735556181440962,122
0.4061930225654082,0.4665924735525821,123
0.40501003536311064,0.4646712516216522,124
0.4048653626983816,0.46649320582126047,125
0.4042770204218951,0.4667056513593552,126
0.405336856842041,0.4650272784080911,127
0.40090163566849446,0.46298358985718263,128
0.40204814645377074,0.4668005127856072,129
0.4014472164890983,0.4664016321618506,130
0.4022630103609779,0.477439302713313,131
0.4027827861634168,0.4659569092253421,132
0.399824258685112,0.4725344865880114,133
0.39570664844729686,0.4662592074972518,134
0.39813804761929944,0.4640539104634143,135
0.39800631376830015,0.4687438537465765,136
0.3973917638713663,0.4610384487091227,137
0.39554115452549676,0.46590064117249025,138
0.39273582155054265,0.46751007057250815,139
0.3960614870895039,0.4657840202463434,140
0.3921425930478356,0.46756817368750875,141
0.39305061183192513,0.46258951374825014,142
0.39209277900782497,0.46529624880628384,143
0.3896711075847799,0.46184305497940553,144
0.38893021101301367,0.48724124152609644,145
0.39067842012101955,0.47839267076329983,146
0.38973881764845414,0.4677117980541067,147
0.3874306226318533,0.4756038632798702,148
0.38853284337303856,0.47397379228409303,149
0.3869812708009373,0.4652588741576418,150
0.38740027411417527,0.46345847210985547,151
0.3867347481575879,0.463329053939657,152
0.38687803989106956,0.4741701109612242,153
0.38444561687382783,0.46829369156918627,154
0.38203288533470847,0.47549047939320827,155
0.3817405573346398,0.4671283687682862,156
0.3824866311116652,0.4664617206187958,157
0.38097723641178827,0.4660472698668216,158
0.3834237339821729,0.46440574590196,159
0.38017804649743164,0.4689353495202166,160
0.3791121179407293,0.46491564207888664,161
0.3804326060143384,0.4674675978244619,162
