loss,val_loss,epoch
1.0293965393846685,0.9113324867918137,1
0.7782663031057878,0.6961832807419148,2
0.6912858329036019,0.7073766208709554,3
0.6507459006526254,0.6152299705972063,4
0.6268871009349823,0.6070733704465501,5
0.6034161919897253,0.5645023977502863,6
0.5874861803921786,0.6378421491764962,7
0.574624529210004,0.5615584495219779,8
0.5721405308354984,0.5711504867736329,9
0.5730607097799127,0.5322681050351326,10
0.5552587259899486,0.5574192252564938,11
0.5496425625952808,0.5377301656185313,12
0.5520831685174595,0.5896522275944973,13
0.5419546338644895,0.5276565361530223,14
0.5428006402470849,0.5473466921359935,15
0.5302750587463378,0.5602061196844629,16
0.5366138282147321,0.6108472892578612,17
0.5287929117679596,0.5520791677718467,18
0.5324371858076615,0.5098292421787343,19
0.5347593112425371,0.5078586137041132,20
0.5215109876611016,0.5464396527472962,21
0.5207045509056611,0.5159360918592899,22
0.5170402738181028,0.5085266999741818,23
0.5183147687803615,0.501551628746885,24
0.5238389307802374,0.5287995750599719,25
0.5239494115114212,0.5079650092632213,26
0.5153936134143309,0.494718499640201,27
0.5172635601325468,0.5077180849744919,28
0.5105678208849647,0.49772905542495405,29
0.5132897195490924,0.5073938376091897,30
0.5089462906122207,0.4918917005366467,31
0.5062138002027164,0.4970390517660912,32
0.5053146541118622,0.4991966403545217,33
0.505010905049064,0.509472093683608,34
0.5024468018250032,0.5774545771010379,35
0.5067419694228605,0.5225657161245955,36
0.5009302941235629,0.5006610402401458,37
0.49585493288256904,0.485827033824109,38
0.49444064227017487,0.4948334624158575,39
0.49401971237225967,0.5381883649115867,40
0.49380159080028535,0.5279839108598993,41
0.49744685102592817,0.4875375038765846,42
0.498798761584542,0.5373684237612054,43
0.4918775040994991,0.48732032991470176,44
0.4936766754497181,0.4891221352080081,45
0.4910551426085559,0.48519706028573056,46
0.4890898796645078,0.4898758923753779,47
0.4904702904549512,0.4835174622687888,48
0.4859529015692798,0.49713274392675844,49
0.48694621297446167,0.4861221693931742,50
0.48491726111282,0.49314603399723134,51
0.47845187593590127,0.5066142507055973,52
0.4805239409208298,0.5155103904135684,53
0.47928696518594566,0.49702903628349304,54
0.4735820103775371,0.48357946758574627,55
0.471613346175714,0.49781463564710415,56
0.474138360673731,0.4892287209947058,57
0.47120372327891263,0.5032913221957835,58
0.4707068746740168,0.5037129844756837,59
0.46504136594859036,0.48296623851390597,60
0.4671289346434853,0.4846140957893209,61
0.46555483612147247,0.48087448262153787,62
0.4636302021416751,0.48522222168902135,63
0.4649942769245668,0.48899361364384913,64
0.46338027038357477,0.47697759752577923,65
0.46172107322649525,0.48041402976563635,66
0.45899108431556007,0.48149832258833214,67
0.458431295373223,0.49393133723989446,68
0.4581269605593248,0.47967308125597363,69
0.45555045740170913,0.4866247335647015,70
0.45750473900274796,0.48146481653477285,71
0.45308364494280384,0.48323806739868,72
0.4531982977281917,0.4773389925347998,73
0.45342665152116257,0.48973619430623155,74
0.45196139324795115,0.49679305071526386,75
0.45110650631514465,0.4908485558438808,76
0.4501851756464351,0.48741608794699326,77
0.4503723149949854,0.48158533332195685,78
0.44903380952098154,0.47556143047961785,79
0.445835759693926,0.47863237084226407,80
0.44627488580617036,0.4786115478962026,81
0.4457040418278087,0.474943516102243,82
0.44688345031304794,0.4789324567673054,83
0.4434815192764456,0.4776486152030052,84
