loss,val_loss,epoch,final_test_mse
1.55226439779455,2.1372395515441895,1,0.4498572587966919
0.9780628897927024,1.3700424194335938,2,0.4498572587966919
0.9444942799481478,0.9969062805175781,3,0.4498572587966919
0.9242285327477888,0.8903948903083801,4,0.4498572587966919
0.9045130610466003,0.9066213965415955,5,0.4498572587966919
0.8842032605951483,0.8934663772583008,6,0.4498572587966919
0.8567473183978688,0.8583941459655762,7,0.4498572587966919
0.8116668516939337,0.850860857963562,8,0.4498572587966919
0.809157750823281,0.8218421459197998,9,0.4498572587966919
0.7723242152820934,0.7895100831985473,10,0.4498572587966919
0.763824923471971,0.8642296910285949,11,0.4498572587966919
0.7462061751972545,0.7098524689674377,12,0.4498572587966919
0.7306606119329279,0.7325080990791321,13,0.4498572587966919
0.7091761773282831,0.7420126080513001,14,0.4498572587966919
0.6862776983867992,0.7129586219787598,15,0.4498572587966919
0.6730115522037853,0.692349886894226,16,0.4498572587966919
0.6704127409241416,0.660122525691986,17,0.4498572587966919
0.6732861237092451,0.6430892944335938,18,0.4498572587966919
0.6489885557781566,0.6347427129745483,19,0.4498572587966919
0.6335267912257802,0.6701423048973083,20,0.4498572587966919
0.6337261904369701,0.637000584602356,21,0.4498572587966919
0.6232574419541792,0.6275994777679443,22,0.4498572587966919
0.6166670214046132,0.6307489156723023,23,0.4498572587966919
0.6105275641788136,0.6078397631645203,24,0.4498572587966919
0.6124491799961437,0.6407374024391175,25,0.4498572587966919
0.6062412532893094,0.6153926372528076,26,0.4498572587966919
0.5969003493135626,0.5962377190589905,27,0.4498572587966919
0.5915978171608665,0.5950329422950744,28,0.4498572587966919
0.5839589129794728,0.6334112524986267,29,0.4498572587966919
0.587709367275238,0.6113978624343872,30,0.4498572587966919
0.5847998098893599,0.5787648797035218,31,0.4498572587966919
0.5885766040195118,0.6157726168632507,32,0.4498572587966919
0.5761671662330627,0.5913728713989258,33,0.4498572587966919
0.5635198517279192,0.5971476435661316,34,0.4498572587966919
0.566879153251648,0.5750290155410767,35,0.4498572587966919
0.5743818824941461,0.6148208498954773,36,0.4498572587966919
0.5726265148683027,0.5739674925804138,37,0.4498572587966919
0.5670127001675692,0.6024969339370727,38,0.4498572587966919
0.5605199011889371,0.5936814308166504,39,0.4498572587966919
0.576305936683308,0.577783715724945,40,0.4498572587966919
0.5579888170415704,0.5787992954254151,41,0.4498572587966919
0.5401988788084551,0.557947325706482,42,0.4498572587966919
0.5418937450105493,0.5596111655235291,43,0.4498572587966919
0.5542553013021295,0.6175252079963685,44,0.4498572587966919
0.5372836075045846,0.5542877078056335,45,0.4498572587966919
0.5343677618286826,0.5546848773956299,46,0.4498572587966919
0.5405676473270763,0.588744056224823,47,0.4498572587966919
0.5386499193581668,0.5518030166625977,48,0.4498572587966919
0.5430885553359985,0.5586974263191223,49,0.4498572587966919
